7.7249738588592E-03,-1.9212138025224E+00
3.0281043938456E-02,1.9883911995049E+00
4.1793815752972E-02,-1.9328652824310E+00
4.4334307846610E-01,-1.9148545698982E+00
4.6204733146967E-01,1.9609910159834E+00
4.6228206824438E-01,-1.9150679669661E+00
4.7956723074625E-01,-7.8850216598024E-01
5.0925076289452E-01,-1.1155971916946E+00
5.4299950918674E-01,-1.2962591493993E+00
5.7296045752331E-01,-1.4768784276904E+00
5.9934700497215E-01,-1.5447813747039E+00
6.4073536629607E-01,-1.6917265956766E+00
6.7469750965622E-01,-1.7597149015173E+00
6.9733893856298E-01,-1.8050404387444E+00
7.5026141140821E-01,-1.8619747764666E+00
7.8809671155118E-01,-1.8849363009752E+00
8.2597469110774E-01,-1.8853630951111E+00
8.6387401037110E-01,-1.8745225240605E+00
9.1320074262180E-01,-1.8300078956915E+00
9.9295789675850E-01,-1.7182305115128E+00
1.0385181707603E+00,-1.6624058385438E+00
1.1488124453170E+00,-1.4270288726233E+00
1.1832440622266E+00,-1.2471351443631E+00
1.1985446319968E+00,-1.1684343057126E+00
1.2157337658181E+00,1.9074283519344E+00
1.2273105567530E+00,-1.9800260344423E+00
1.5909818399095E+00,-1.9615885277736E+00
1.6173257079448E+00,1.9479737948401E+00
2.2878192953629E+00,-3.1412048398455E-02
2.9733787157765E+00,1.9439619299631E+00
2.9697829751819E+00,-1.9545891039457E+00
